epoch,accuracy,auc,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.5249999761581421,0.5398749709129333,190.0,190.0,1.6115713119506836,0.5249999761581421,0.5249999761581421,210.0,210.0,0.5,0.5215162634849548,1000.0,1000.0,1.705318570137024,0.5,0.5,1000.0,1000.0
1,0.550000011920929,0.533174991607666,180.0,180.0,1.3500081300735474,0.550000011920929,0.550000011920929,220.0,220.0,0.5199999809265137,0.5455260276794434,960.0,960.0,0.7969343662261963,0.5199999809265137,0.5199999809265137,1040.0,1040.0
2,0.5525000095367432,0.5801999568939209,179.0,179.0,1.055016279220581,0.5525000095367432,0.5525000095367432,221.0,221.0,0.5,0.5645700097084045,1000.0,1000.0,0.9564868807792664,0.5,0.5,1000.0,1000.0
3,0.5924999713897705,0.6271531581878662,163.0,163.0,0.9992427229881287,0.5924999713897705,0.5924999713897705,237.0,237.0,0.5,0.5097579956054688,1000.0,1000.0,1.9265648126602173,0.5,0.5,1000.0,1000.0
4,0.5550000071525574,0.6014999747276306,178.0,178.0,0.9546103477478027,0.5550000071525574,0.5550000071525574,222.0,222.0,0.5,0.5241262912750244,1000.0,1000.0,1.6901347637176514,0.5,0.5,1000.0,1000.0
5,0.6150000095367432,0.6514625549316406,154.0,154.0,0.881980299949646,0.6150000095367432,0.6150000095367432,246.0,246.0,0.531000018119812,0.5389361381530762,938.0,938.0,0.7308736443519592,0.531000018119812,0.531000018119812,1062.0,1062.0
6,0.6524999737739563,0.6634969115257263,139.0,139.0,0.8508715033531189,0.6524999737739563,0.6524999737739563,261.0,261.0,0.49300000071525574,0.5132452249526978,1014.0,1014.0,0.7838742733001709,0.49300000071525574,0.49300000071525574,986.0,986.0
7,0.5774999856948853,0.6048687696456909,169.0,169.0,0.8863564133644104,0.5774999856948853,0.5774999856948853,231.0,231.0,0.5,0.5215012431144714,1000.0,1000.0,0.9883699417114258,0.5,0.5,1000.0,1000.0
8,0.5874999761581421,0.6367501020431519,165.0,165.0,0.8213565945625305,0.5874999761581421,0.5874999761581421,235.0,235.0,0.5,0.569047212600708,1000.0,1000.0,1.1619229316711426,0.5,0.5,1000.0,1000.0
9,0.6075000166893005,0.615109384059906,157.0,157.0,0.8552561402320862,0.6075000166893005,0.6075000166893005,243.0,243.0,0.5,0.5686970353126526,1000.0,1000.0,1.1868793964385986,0.5,0.5,1000.0,1000.0
10,0.5950000286102295,0.638325035572052,162.0,162.0,0.8079714179039001,0.5950000286102295,0.5950000286102295,238.0,238.0,0.5,0.5503454804420471,1000.0,1000.0,1.343563437461853,0.5,0.5,1000.0,1000.0
11,0.5975000262260437,0.6268312335014343,161.0,161.0,0.8669177889823914,0.5975000262260437,0.5975000262260437,239.0,239.0,0.5,0.5722996592521667,1000.0,1000.0,1.627024531364441,0.5,0.5,1000.0,1000.0
12,0.6299999952316284,0.692465603351593,148.0,148.0,0.7255153656005859,0.6299999952316284,0.6299999952316284,252.0,252.0,0.5,0.5921032428741455,1000.0,1000.0,1.1730318069458008,0.5,0.5,1000.0,1000.0
13,0.6449999809265137,0.6689968705177307,142.0,142.0,0.7767652273178101,0.6449999809265137,0.6449999809265137,258.0,258.0,0.5,0.5913166999816895,1000.0,1000.0,1.2126213312149048,0.5,0.5,1000.0,1000.0
14,0.6025000214576721,0.6522499918937683,159.0,159.0,0.7974415421485901,0.6025000214576721,0.6025000214576721,241.0,241.0,0.5,0.5680322647094727,1000.0,1000.0,1.1347107887268066,0.5,0.5,1000.0,1000.0
15,0.5975000262260437,0.6380906105041504,161.0,161.0,0.809480607509613,0.5975000262260437,0.5975000262260437,239.0,239.0,0.5,0.5871290564537048,1000.0,1000.0,1.141055941581726,0.5,0.5,1000.0,1000.0
16,0.6349999904632568,0.673490583896637,146.0,146.0,0.7364534735679626,0.6349999904632568,0.6349999904632568,254.0,254.0,0.5,0.6012124419212341,1000.0,1000.0,1.4138002395629883,0.5,0.5,1000.0,1000.0
